,Bt_carrington_4,Bx_carrington_4,By_carrington_4,Bz_carrington_4,speed_carrington_4,p_density_carrington_4,temperature_carrington_4,Bt_1d_4,Bx_1d_4,By_1d_4,Bz_1d_4,speed_1d_4,p_density_1d_4,temperature_1d_4,Bt_carrington_3,Bx_carrington_3,By_carrington_3,Bz_carrington_3,speed_carrington_3,p_density_carrington_3,temperature_carrington_3,Bt_1d_3,Bx_1d_3,By_1d_3,Bz_1d_3,speed_1d_3,p_density_1d_3,temperature_1d_3,Bt_carrington_2,Bx_carrington_2,By_carrington_2,Bz_carrington_2,speed_carrington_2,p_density_carrington_2,temperature_carrington_2,Bt_1d_2,Bx_1d_2,By_1d_2,Bz_1d_2,speed_1d_2,p_density_1d_2,temperature_1d_2,Bt_carrington_1,Bx_carrington_1,By_carrington_1,Bz_carrington_1,speed_carrington_1,p_density_carrington_1,temperature_carrington_1,Bt_1d_1,Bx_1d_1,By_1d_1,Bz_1d_1,speed_1d_1,p_density_1d_1,temperature_1d_1,forecast
515,5.199684813753584,1.3412965616045849,-4.074255014326651,0.4140687679083086,430.4652397260271,4.3146832191780815,58365.61900684932,5.871199701937422,-0.7500894187779424,4.501922503725775,1.5360208643815223,362.997654941373,11.415041876046914,54188.48576214405,5.480506236243584,1.1092956713132789,-3.2692663242846707,0.0314820249449744,430.0024150268338,5.7008318425760205,106849.38103756707,6.49371228070176,-2.397578947368421,4.46699649122807,0.0482877192982456,380.5134339622642,9.367184905660384,39603.87018867925,4.990000000000001,0.4370549927641103,-3.3624457308248927,-0.2747395079594794,434.456973795435,4.246356720202881,75942.26627218934,4.819761068165846,2.1698594518622625,-2.203900210822205,0.9484469430780031,407.0226162332549,5.268242710795907,79524.04570527974,3.712266009852208,1.4487825475017562,-2.368374384236451,0.2029486277269538,476.9412698412691,3.903450292397673,99195.30325814536,6.180254596888258,3.467220650636488,-3.078069306930699,0.1928500707213585,411.8481670929244,5.41041773231032,84060.8294970162,412.981760347959
516,5.480506236243584,1.1092956713132789,-3.2692663242846707,0.0314820249449744,430.0024150268338,5.7008318425760205,106849.38103756707,6.49371228070176,-2.397578947368421,4.46699649122807,0.0482877192982456,380.5134339622642,9.367184905660384,39603.87018867925,4.990000000000001,0.4370549927641103,-3.3624457308248927,-0.2747395079594794,434.456973795435,4.246356720202881,75942.26627218934,4.819761068165846,2.1698594518622625,-2.203900210822205,0.9484469430780031,407.0226162332549,5.268242710795907,79524.04570527974,3.712266009852208,1.4487825475017562,-2.368374384236451,0.2029486277269538,476.9412698412691,3.903450292397673,99195.30325814536,6.180254596888258,3.467220650636488,-3.078069306930699,0.1928500707213585,411.8481670929244,5.41041773231032,84060.8294970162,4.019249463902784,-1.7427090779127945,0.2827376697641179,0.615067905646891,427.54303571428574,6.730767857142864,77214.96607142857,5.51289586305277,1.4124679029957206,-2.862396576319542,-0.994978601997148,433.8212875536496,5.853922746781121,124251.24463519311,437.9464223068002
517,4.990000000000001,0.4370549927641103,-3.3624457308248927,-0.2747395079594794,434.456973795435,4.246356720202881,75942.26627218934,4.819761068165846,2.1698594518622625,-2.203900210822205,0.9484469430780031,407.0226162332549,5.268242710795907,79524.04570527974,3.712266009852208,1.4487825475017562,-2.368374384236451,0.2029486277269538,476.9412698412691,3.903450292397673,99195.30325814536,6.180254596888258,3.467220650636488,-3.078069306930699,0.1928500707213585,411.8481670929244,5.41041773231032,84060.8294970162,4.019249463902784,-1.7427090779127945,0.2827376697641179,0.615067905646891,427.54303571428574,6.730767857142864,77214.96607142857,5.51289586305277,1.4124679029957206,-2.862396576319542,-0.994978601997148,433.8212875536496,5.853922746781121,124251.24463519311,4.268050000000005,-0.7484142857142853,1.2127714285714268,0.5609928571428564,484.3479634247709,3.784995843724025,128592.02743142143,4.583623395149777,2.0485092724679017,-2.0931027104136986,-0.0801569186875887,420.3132873166531,4.21154443485764,79177.7385677308,409.2772443145612
518,3.712266009852208,1.4487825475017562,-2.368374384236451,0.2029486277269538,476.9412698412691,3.903450292397673,99195.30325814536,6.180254596888258,3.467220650636488,-3.078069306930699,0.1928500707213585,411.8481670929244,5.41041773231032,84060.8294970162,4.019249463902784,-1.7427090779127945,0.2827376697641179,0.615067905646891,427.54303571428574,6.730767857142864,77214.96607142857,5.51289586305277,1.4124679029957206,-2.862396576319542,-0.994978601997148,433.8212875536496,5.853922746781121,124251.24463519311,4.268050000000005,-0.7484142857142853,1.2127714285714268,0.5609928571428564,484.3479634247709,3.784995843724025,128592.02743142143,4.583623395149777,2.0485092724679017,-2.0931027104136986,-0.0801569186875887,420.3132873166531,4.21154443485764,79177.7385677308,2.808699360341151,-0.60452025586354,1.1425657427149951,0.2754513148543001,404.6478260869574,3.3205183946488237,48593.451505016725,5.422653061224498,2.2819915552427896,-2.9887543983110465,0.4213370865587618,397.1586709886551,4.82721231766613,55266.84116693679,405.7740414824896
520,4.268050000000005,-0.7484142857142853,1.2127714285714268,0.5609928571428564,484.3479634247709,3.784995843724025,128592.02743142143,4.583623395149777,2.0485092724679017,-2.0931027104136986,-0.0801569186875887,420.3132873166531,4.21154443485764,79177.7385677308,2.808699360341151,-0.60452025586354,1.1425657427149951,0.2754513148543001,404.6478260869574,3.3205183946488237,48593.451505016725,5.422653061224498,2.2819915552427896,-2.9887543983110465,0.4213370865587618,397.1586709886551,4.82721231766613,55266.84116693679,4.118590308370044,2.011497797356823,-0.5043832599118946,0.3359397944199699,351.75091743119265,7.806045871559632,42898.64495412844,6.951111893033082,2.98007037297678,-4.046608022519358,-0.3513793103448281,448.3006694560673,4.994870292887021,92940.789958159,7.730113394755488,3.7022324592487577,-4.2492629340892885,0.231516654854713,429.4386437908495,8.641960784313719,130044.19035947711,3.747271784232367,1.6877178423236523,-1.7014004149377606,-1.21116182572614,479.9434466019424,4.094684466019415,123807.78155339806,435.2211270390223
521,2.808699360341151,-0.60452025586354,1.1425657427149951,0.2754513148543001,404.6478260869574,3.3205183946488237,48593.451505016725,5.422653061224498,2.2819915552427896,-2.9887543983110465,0.4213370865587618,397.1586709886551,4.82721231766613,55266.84116693679,4.118590308370044,2.011497797356823,-0.5043832599118946,0.3359397944199699,351.75091743119265,7.806045871559632,42898.64495412844,6.951111893033082,2.98007037297678,-4.046608022519358,-0.3513793103448281,448.3006694560673,4.994870292887021,92940.789958159,7.730113394755488,3.7022324592487577,-4.2492629340892885,0.231516654854713,429.4386437908495,8.641960784313719,130044.19035947711,3.747271784232367,1.6877178423236523,-1.7014004149377606,-1.21116182572614,479.9434466019424,4.094684466019415,123807.78155339806,4.002358078602625,2.0755822416302747,-1.07367540029112,0.0891193595342058,437.3792384406164,4.155974614687206,88991.21486854035,6.75703933747412,-2.9125258799171854,4.128012422360249,-1.6514699792960692,423.0073634204276,7.653610451306407,133254.36342042754,435.5098025729996
522,4.118590308370044,2.011497797356823,-0.5043832599118946,0.3359397944199699,351.75091743119265,7.806045871559632,42898.64495412844,6.951111893033082,2.98007037297678,-4.046608022519358,-0.3513793103448281,448.3006694560673,4.994870292887021,92940.789958159,7.730113394755488,3.7022324592487577,-4.2492629340892885,0.231516654854713,429.4386437908495,8.641960784313719,130044.19035947711,3.747271784232367,1.6877178423236523,-1.7014004149377606,-1.21116182572614,479.9434466019424,4.094684466019415,123807.78155339806,4.002358078602625,2.0755822416302747,-1.07367540029112,0.0891193595342058,437.3792384406164,4.155974614687206,88991.21486854035,6.75703933747412,-2.9125258799171854,4.128012422360249,-1.6514699792960692,423.0073634204276,7.653610451306407,133254.36342042754,4.629282160625435,-0.1999076048329789,-3.615742714996446,0.3287277896233113,396.5610128617372,3.8123231511254,42745.89147909968,4.971402135231312,-0.7322064056939498,3.229003558718853,0.4567473309608506,438.7394871794872,5.307051282051284,102311.14017094015,393.1782270110036
523,7.730113394755488,3.7022324592487577,-4.2492629340892885,0.231516654854713,429.4386437908495,8.641960784313719,130044.19035947711,3.747271784232367,1.6877178423236523,-1.7014004149377606,-1.21116182572614,479.9434466019424,4.094684466019415,123807.78155339806,4.002358078602625,2.0755822416302747,-1.07367540029112,0.0891193595342058,437.3792384406164,4.155974614687206,88991.21486854035,6.75703933747412,-2.9125258799171854,4.128012422360249,-1.6514699792960692,423.0073634204276,7.653610451306407,133254.36342042754,4.629282160625435,-0.1999076048329789,-3.615742714996446,0.3287277896233113,396.5610128617372,3.8123231511254,42745.89147909968,4.971402135231312,-0.7322064056939498,3.229003558718853,0.4567473309608506,438.7394871794872,5.307051282051284,102311.14017094015,4.16912552891396,1.407150916784203,-2.47116361071932,0.0914245416078998,356.5100242522232,4.818884397736451,43071.90945836702,3.599529579472561,-0.935181753385602,2.0256450463292914,-0.3773770491803285,382.5392979452051,5.240599315068498,54853.563356164384,353.9780376412917
524,4.002358078602625,2.0755822416302747,-1.07367540029112,0.0891193595342058,437.3792384406164,4.155974614687206,88991.21486854035,6.75703933747412,-2.9125258799171854,4.128012422360249,-1.6514699792960692,423.0073634204276,7.653610451306407,133254.36342042754,4.629282160625435,-0.1999076048329789,-3.615742714996446,0.3287277896233113,396.5610128617372,3.8123231511254,42745.89147909968,4.971402135231312,-0.7322064056939498,3.229003558718853,0.4567473309608506,438.7394871794872,5.307051282051284,102311.14017094015,4.16912552891396,1.407150916784203,-2.47116361071932,0.0914245416078998,356.5100242522232,4.818884397736451,43071.90945836702,3.599529579472561,-0.935181753385602,2.0256450463292914,-0.3773770491803285,382.5392979452051,5.240599315068498,54853.563356164384,4.643632478632476,0.8349857549857558,-3.555712250712249,-0.6916239316239332,344.7308009909166,6.564954582989274,43695.61436829067,5.515496129486272,-2.918458831808584,2.4808304011259685,-0.2426671358198462,341.84879227053113,9.50934782608697,49890.322866344606,364.14960673112233
525,4.629282160625435,-0.1999076048329789,-3.615742714996446,0.3287277896233113,396.5610128617372,3.8123231511254,42745.89147909968,4.971402135231312,-0.7322064056939498,3.229003558718853,0.4567473309608506,438.7394871794872,5.307051282051284,102311.14017094015,4.16912552891396,1.407150916784203,-2.47116361071932,0.0914245416078998,356.5100242522232,4.818884397736451,43071.90945836702,3.599529579472561,-0.935181753385602,2.0256450463292914,-0.3773770491803285,382.5392979452051,5.240599315068498,54853.563356164384,4.643632478632476,0.8349857549857558,-3.555712250712249,-0.6916239316239332,344.7308009909166,6.564954582989274,43695.61436829067,5.515496129486272,-2.918458831808584,2.4808304011259685,-0.2426671358198462,341.84879227053113,9.50934782608697,49890.322866344606,7.645161744022511,-1.0647257383966264,-5.772454289732771,0.0443178621659667,319.1651092690277,10.353677467972878,22096.836473247928,6.93857346647647,1.529051355206847,-0.0094293865905856,-1.1251569186875912,369.57171806167406,12.393647577092498,72352.0845814978,412.5646378517262
