numberIndividuals;cxpb;mtpb;numberGenerations;accelerator;bestEq;bestMetric;
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_carrington_1), atan(sqrt(3.141592653589793))), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(sub(sub(By_carrington_2, By_carrington_2), asin(p_density_carrington_4)), By_1d_2), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_carrington_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(add(exp(mul(By_1d_2, Bt_1d_3)), sub(sub(atan(Bx_1d_3), atan(sub(sub(sqrt(3.141592653589793), speed_1d_1), log(temperature_1d_3)))), add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1))), sqrt(atan(Bx_1d_3))), acos(Bt_carrington_2))), asin(pow(exp(2.718281828459045), atan(add(asin(pow(p_density_1d_1, sub(sub(sub(cos(p_density_1d_1), p_density_1d_1), atan(sub(sub(sqrt(3.141592653589793), atan(Bt_1d_2)), sqrt(p_density_1d_1)))), add(log(p_density_1d_1), speed_1d_1)))), Bt_carrington_1))))), sub(log(temperature_1d_2), sqrt(sqrt(3.141592653589793)))), speed_1d_1)))), p_density_1d_1);(13.671738522804471,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_carrington_1), atan(sqrt(3.141592653589793))), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(sub(sub(By_carrington_2, By_carrington_2), asin(p_density_carrington_4)), By_1d_2), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_carrington_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(add(exp(mul(By_1d_2, Bt_1d_3)), sub(sub(atan(Bx_1d_3), atan(sub(sub(sqrt(3.141592653589793), speed_1d_1), log(temperature_1d_3)))), add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1))), sqrt(atan(Bx_1d_3))), acos(Bt_carrington_2))), asin(pow(exp(2.718281828459045), atan(add(asin(pow(p_density_1d_1, sub(sub(sub(cos(p_density_1d_1), p_density_1d_1), atan(sub(sub(sqrt(3.141592653589793), atan(Bt_1d_2)), sqrt(p_density_1d_1)))), add(log(p_density_1d_1), speed_1d_1)))), Bt_carrington_1))))), sub(log(temperature_1d_2), sqrt(sqrt(3.141592653589793)))), speed_1d_1)))), p_density_1d_1);(13.671738522804471,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_carrington_1), atan(sqrt(3.141592653589793))), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(sub(sub(By_carrington_2, By_carrington_2), asin(p_density_carrington_4)), By_1d_2), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_carrington_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(add(exp(mul(By_1d_2, Bt_1d_3)), sub(sub(atan(Bx_1d_3), atan(sub(sub(sqrt(3.141592653589793), speed_1d_1), log(temperature_1d_3)))), add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1))), sqrt(atan(Bx_1d_3))), acos(Bt_carrington_2))), asin(pow(exp(2.718281828459045), atan(add(asin(pow(p_density_1d_1, sub(sub(sub(cos(p_density_1d_1), p_density_1d_1), atan(sub(sub(sqrt(3.141592653589793), atan(Bt_1d_2)), sqrt(p_density_1d_1)))), add(log(p_density_1d_1), speed_1d_1)))), Bt_carrington_1))))), sub(log(temperature_1d_2), sqrt(sqrt(3.141592653589793)))), speed_1d_1)))), p_density_1d_1);(13.671738522804471,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_carrington_1), atan(sqrt(3.141592653589793))), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(sub(sub(By_carrington_2, By_carrington_2), asin(p_density_carrington_4)), By_1d_2), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_carrington_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(add(exp(mul(By_1d_2, Bt_1d_3)), sub(sub(atan(Bx_1d_3), atan(sub(sub(sqrt(3.141592653589793), speed_1d_1), log(temperature_1d_3)))), add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1))), sqrt(atan(Bx_1d_3))), acos(Bt_carrington_2))), asin(pow(exp(2.718281828459045), atan(add(asin(pow(p_density_1d_1, sub(sub(sub(cos(p_density_1d_1), p_density_1d_1), atan(sub(sub(sqrt(3.141592653589793), atan(Bt_1d_2)), sqrt(p_density_1d_1)))), add(log(p_density_1d_1), speed_1d_1)))), Bt_carrington_1))))), sub(log(temperature_1d_2), sqrt(sqrt(3.141592653589793)))), speed_1d_1)))), p_density_1d_1);(13.671738522804471,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_carrington_1), atan(sqrt(3.141592653589793))), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(sub(sub(By_carrington_2, By_carrington_2), asin(p_density_carrington_4)), By_1d_2), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_carrington_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(add(exp(mul(By_1d_2, Bt_1d_3)), sub(sub(atan(Bx_1d_3), atan(sub(sub(sqrt(3.141592653589793), speed_1d_1), log(temperature_1d_3)))), add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1))), sqrt(atan(Bx_1d_3))), acos(Bt_carrington_2))), asin(pow(exp(2.718281828459045), atan(add(asin(pow(p_density_1d_1, sub(sub(sub(cos(p_density_1d_1), p_density_1d_1), atan(sub(sub(sqrt(3.141592653589793), atan(Bt_1d_2)), sqrt(p_density_1d_1)))), add(log(p_density_1d_1), speed_1d_1)))), Bt_carrington_1))))), sub(log(temperature_1d_2), sqrt(sqrt(3.141592653589793)))), speed_1d_1)))), p_density_1d_1);(13.671738522804471,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_carrington_1), atan(sqrt(3.141592653589793))), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(sub(sub(By_carrington_2, By_carrington_2), asin(p_density_carrington_4)), By_1d_2), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_carrington_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(add(exp(mul(By_1d_2, Bt_1d_3)), sub(sub(atan(Bx_1d_3), atan(sub(sub(sqrt(3.141592653589793), speed_1d_1), log(temperature_1d_3)))), add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1))), sqrt(atan(Bx_1d_3))), acos(Bt_carrington_2))), asin(pow(exp(2.718281828459045), atan(add(asin(pow(p_density_1d_1, sub(sub(sub(cos(p_density_1d_1), p_density_1d_1), atan(sub(sub(sqrt(3.141592653589793), atan(Bt_1d_2)), sqrt(p_density_1d_1)))), add(log(p_density_1d_1), speed_1d_1)))), Bt_carrington_1))))), sub(log(temperature_1d_2), sqrt(sqrt(3.141592653589793)))), speed_1d_1)))), p_density_1d_1);(13.671738522804471,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_carrington_1), atan(sqrt(3.141592653589793))), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(sub(sub(By_carrington_2, By_carrington_2), asin(p_density_carrington_4)), By_1d_2), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_carrington_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(add(exp(mul(By_1d_2, Bt_1d_3)), sub(sub(atan(Bx_1d_3), atan(sub(sub(sqrt(3.141592653589793), speed_1d_1), log(temperature_1d_3)))), add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1))), sqrt(atan(Bx_1d_3))), acos(Bt_carrington_2))), asin(pow(exp(2.718281828459045), atan(add(asin(pow(p_density_1d_1, sub(sub(sub(cos(p_density_1d_1), p_density_1d_1), atan(sub(sub(sqrt(3.141592653589793), atan(Bt_1d_2)), sqrt(p_density_1d_1)))), add(log(p_density_1d_1), speed_1d_1)))), Bt_carrington_1))))), sub(log(temperature_1d_2), sqrt(sqrt(3.141592653589793)))), speed_1d_1)))), p_density_1d_1);(13.671738522804471,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_carrington_1), atan(sqrt(3.141592653589793))), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(sub(sub(By_carrington_2, By_carrington_2), asin(p_density_carrington_4)), By_1d_2), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_carrington_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(add(exp(mul(By_1d_2, Bt_1d_3)), sub(sub(atan(Bx_1d_3), atan(sub(sub(sqrt(3.141592653589793), speed_1d_1), log(temperature_1d_3)))), add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1))), sqrt(atan(Bx_1d_3))), acos(Bt_carrington_2))), asin(pow(exp(2.718281828459045), atan(add(asin(pow(p_density_1d_1, sub(sub(sub(cos(p_density_1d_1), p_density_1d_1), atan(sub(sub(sqrt(3.141592653589793), atan(Bt_1d_2)), sqrt(p_density_1d_1)))), add(log(p_density_1d_1), speed_1d_1)))), Bt_carrington_1))))), sub(log(temperature_1d_2), sqrt(sqrt(3.141592653589793)))), speed_1d_1)))), p_density_1d_1);(13.671738522804471,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
150;0.75;0.25;2000;2;add(add(sub(sub(p_density_1d_1, p_density_1d_2), sqrt(3.141592653589793)), add(sub(sub(p_density_1d_1, p_density_1d_3), sub(sqrt(add(sub(add(protectedDiv(speed_carrington_3, Bt_1d_3), add(sub(add(sub(pow(sub(protectedDiv(Bt_1d_3, acos(atan(3.141592653589793))), speed_carrington_3), sub(p_density_1d_1, p_density_1d_3)), speed_carrington_3), speed_1d_1), speed_carrington_3), speed_1d_1)), add(log(Bt_1d_1), exp(Bt_1d_1))), speed_1d_1)), p_density_1d_1)), add(p_density_1d_1, add(sub(sub(asin(sub(add(asin(p_density_carrington_4), sqrt(Bt_1d_3)), add(sub(protectedDiv(Bt_carrington_2, By_1d_2), speed_carrington_3), By_1d_2))), asin(pow(add(mul(cos(speed_carrington_3), sin(speed_1d_4)), speed_1d_1), pow(add(log(Bt_1d_1), exp(Bt_1d_1)), atan(add(speed_carrington_2, Bt_carrington_1)))))), sub(log(temperature_1d_2), sqrt(tan(pow(pow(exp(3.141592653589793), atan(add(speed_1d_1, Bt_carrington_1))), atan(add(Bz_1d_2, sub(asin(pow(add(log(pow(Bz_1d_2, Bt_1d_1)), speed_1d_1), pow(exp(2.718281828459045), atan(add(speed_1d_1, Bt_carrington_1))))), add(log(log(temperature_1d_2)), By_carrington_4))))))))), speed_1d_1)))), p_density_1d_1);(13.638871418976992,);
