Column1;Bt_carrington_4;Bx_carrington_4;By_carrington_4;Bz_carrington_4;speed_carrington_4;p_density_carrington_4;temperature_carrington_4;Bt_1d_4;Bx_1d_4;By_1d_4;Bz_1d_4;speed_1d_4;p_density_1d_4;temperature_1d_4;Bt_carrington_3;Bx_carrington_3;By_carrington_3;Bz_carrington_3;speed_carrington_3;p_density_carrington_3;temperature_carrington_3;Bt_1d_3;Bx_1d_3;By_1d_3;Bz_1d_3;speed_1d_3;p_density_1d_3;temperature_1d_3;Bt_carrington_2;Bx_carrington_2;By_carrington_2;Bz_carrington_2;speed_carrington_2;p_density_carrington_2;temperature_carrington_2;Bt_1d_2;Bx_1d_2;By_1d_2;Bz_1d_2;speed_1d_2;p_density_1d_2;temperature_1d_2;Bt_carrington_1;Bx_carrington_1;By_carrington_1;Bz_carrington_1;speed_carrington_1;p_density_carrington_1;temperature_carrington_1;Bt_1d_1;Bx_1d_1;By_1d_1;Bz_1d_1;speed_1d_1;p_density_1d_1;temperature_1d_1;forecast
907;4.17671E+14;-1.31497E+16;1.53867E+15;-2.87758E+14;3.29225E+16;9.53026E+15;3.0587E+14;4.2984E+15;7.83568E+15;-1.39783E+15;-2.9368E+15;5.47853E+15;2.26589E+15;1.98218E+16;3.08336E+16;3.32931E+15;-5.7271E+14;4.82982E+14;3.13777E+15;9.05561E+13;2.49481E+16;3.44893E+16;1.35405E+15;-1.02069E+16;6.3682E+15;4.84035E+15;2.20942E+15;9.07924E+15;4.65418E+14;-8.54056E+15;2.24621E+15;8.01875E+15;3.49804E+16;9.63308E+14;3.22379E+16;3.17623E+15;-4.93907E+15;-2.09268E+15;-7.82625E+14;4.32006E+15;2.55741E+16;6.32579E+15;2.3639E+16;-5.66922E+14;3.16708E+15;-6.06186E+15;3.21716E+15;1.17233E+15;2.09517E+15;3.05271E+16;2.21974E+15;-9.50104E+15;-5.64594E+14;3.51433E+15;2.76803E+15;4.31499E+16;3.35546E+16
908;3.08336E+16;3.32931E+15;-5.7271E+14;4.82982E+14;3.13777E+15;9.05561E+13;2.49481E+16;3.44893E+16;1.35405E+15;-1.02069E+16;6.3682E+15;4.84035E+15;2.20942E+15;9.07924E+15;4.65418E+14;-8.54056E+15;2.24621E+15;8.01875E+15;3.49804E+16;9.63308E+14;3.22379E+16;3.17623E+15;-4.93907E+15;-2.09268E+15;-7.82625E+14;4.32006E+15;2.55741E+16;6.32579E+15;2.3639E+16;-5.66922E+14;3.16708E+15;-6.06186E+15;3.21716E+15;1.17233E+15;2.09517E+15;3.05271E+16;2.21974E+15;-9.50104E+15;-5.64594E+14;3.51433E+15;2.76803E+15;4.31499E+16;3.4297E+16;-1.60766E+16;8.56241E+15;4.27781E+15;3.10401E+16;1.31677E+16;2.29387E+16;3.81919E+16;2.50013E+15;-2.22143E+16;1.12122E+15;3.14021E+15;3.31577E+16;2.33494E+15;3.15442E+15
909;4.65418E+14;-8.54056E+15;2.24621E+15;8.01875E+15;3.49804E+16;9.63308E+14;3.22379E+16;3.17623E+15;-4.93907E+15;-2.09268E+15;-7.82625E+14;4.32006E+15;2.55741E+16;6.32579E+15;2.3639E+16;-5.66922E+14;3.16708E+15;-6.06186E+15;3.21716E+15;1.17233E+15;2.09517E+15;3.05271E+16;2.21974E+15;-9.50104E+15;-5.64594E+14;3.51433E+15;2.76803E+15;4.31499E+16;3.4297E+16;-1.60766E+16;8.56241E+15;4.27781E+15;3.10401E+16;1.31677E+16;2.29387E+16;3.81919E+16;2.50013E+15;-2.22143E+16;1.12122E+15;3.14021E+15;3.31577E+16;2.33494E+15;3.18951E+16;-1.16018E+16;5.09433E+15;-3.78399E+15;3.15388E+16;1.38453E+16;2.43483E+15;5.21204E+15;2.86313E+16;-2.15648E+15;-7.66628E+15;3.03594E+16;6.14178E+15;2.59345E+15;3.38521E+14
910;2.3639E+16;-5.66922E+14;3.16708E+15;-6.06186E+15;3.21716E+15;1.17233E+15;2.09517E+15;3.05271E+16;2.21974E+15;-9.50104E+15;-5.64594E+14;3.51433E+15;2.76803E+15;4.31499E+16;3.4297E+16;-1.60766E+16;8.56241E+15;4.27781E+15;3.10401E+16;1.31677E+16;2.29387E+16;3.81919E+16;2.50013E+15;-2.22143E+16;1.12122E+15;3.14021E+15;3.31577E+16;2.33494E+15;3.18951E+16;-1.16018E+16;5.09433E+15;-3.78399E+15;3.15388E+16;1.38453E+16;2.43483E+15;5.21204E+15;2.86313E+16;-2.15648E+15;-7.66628E+15;3.03594E+16;6.14178E+15;2.59345E+15;2.2299E+16;-1.2799E+16;-3.02976E+15;-9.79638E+15;3.17911E+15;1.09114E+15;1.4974E+16;5.95072E+16;3.94614E+15;-3.00113E+15;4.88999E+15;2.70196E+15;5.94527E+15;1.72693E+16;3.09143E+14
911;3.4297E+16;-1.60766E+16;8.56241E+15;4.27781E+15;3.10401E+16;1.31677E+16;2.29387E+16;3.81919E+16;2.50013E+15;-2.22143E+16;1.12122E+15;3.14021E+15;3.31577E+16;2.33494E+15;3.18951E+16;-1.16018E+16;5.09433E+15;-3.78399E+15;3.15388E+16;1.38453E+16;2.43483E+15;5.21204E+15;2.86313E+16;-2.15648E+15;-7.66628E+15;3.03594E+16;6.14178E+15;2.59345E+15;2.2299E+16;-1.2799E+16;-3.02976E+15;-9.79638E+15;3.17911E+15;1.09114E+15;1.4974E+16;5.95072E+16;3.94614E+15;-3.00113E+15;4.88999E+15;2.70196E+15;5.94527E+15;1.72693E+16;7.12332E+15;-2.85548E+16;2.94161E+15;-4.35119E+14;3.19001E+16;1.02207E+16;4.74173E+14;5.15702E+15;1.54785E+16;-3.63516E+16;5.40094E+15;3.256E+16;6.70237E+15;3.2773E+14;3.26493E+16
912;3.18951E+16;-1.16018E+16;5.09433E+15;-3.78399E+15;3.15388E+16;1.38453E+16;2.43483E+15;5.21204E+15;2.86313E+16;-2.15648E+15;-7.66628E+15;3.03594E+16;6.14178E+15;2.59345E+15;2.2299E+16;-1.2799E+16;-3.02976E+15;-9.79638E+15;3.17911E+15;1.09114E+15;1.4974E+16;5.95072E+16;3.94614E+15;-3.00113E+15;4.88999E+15;2.70196E+15;5.94527E+15;1.72693E+16;7.12332E+15;-2.85548E+16;2.94161E+15;-4.35119E+14;3.19001E+16;1.02207E+16;4.74173E+14;5.15702E+15;1.54785E+16;-3.63516E+16;5.40094E+15;3.256E+16;6.70237E+15;3.2773E+14;8.40768E+15;-3.78943E+15;4.34007E+15;1.6863E+16;4.37511E+15;6.38394E+14;1.41348E+14;4.85802E+14;5.63087E+15;-6.21587E+15;1.13812E+15;3.38418E+16;7.63578E+15;3.55526E+15;3.37867E+15
913;2.2299E+16;-1.2799E+16;-3.02976E+15;-9.79638E+15;3.17911E+15;1.09114E+15;1.4974E+16;5.95072E+16;3.94614E+15;-3.00113E+15;4.88999E+15;2.70196E+15;5.94527E+15;1.72693E+16;7.12332E+15;-2.85548E+16;2.94161E+15;-4.35119E+14;3.19001E+16;1.02207E+16;4.74173E+14;5.15702E+15;1.54785E+16;-3.63516E+16;5.40094E+15;3.256E+16;6.70237E+15;3.2773E+14;8.40768E+15;-3.78943E+15;4.34007E+15;1.6863E+16;4.37511E+15;6.38394E+14;1.41348E+14;4.85802E+14;5.63087E+15;-6.21587E+15;1.13812E+15;3.38418E+16;7.63578E+15;3.55526E+15;5.50546E+15;-3.20751E+15;2.20789E+15;-1.39058E+16;4.46102E+15;3.37286E+15;8.33573E+15;3.55511E+16;-1.6342E+16;2.14355E+16;-5.64396E+15;3.36013E+15;4.77965E+15;3.31227E+15;3.20819E+16
914;7.12332E+15;-2.85548E+16;2.94161E+15;-4.35119E+14;3.19001E+16;1.02207E+16;4.74173E+14;5.15702E+15;1.54785E+16;-3.63516E+16;5.40094E+15;3.256E+16;6.70237E+15;3.2773E+14;8.40768E+15;-3.78943E+15;4.34007E+15;1.6863E+16;4.37511E+15;6.38394E+14;1.41348E+14;4.85802E+14;5.63087E+15;-6.21587E+15;1.13812E+15;3.38418E+16;7.63578E+15;3.55526E+15;5.50546E+15;-3.20751E+15;2.20789E+15;-1.39058E+16;4.46102E+15;3.37286E+15;8.33573E+15;3.55511E+16;-1.6342E+16;2.14355E+16;-5.64396E+15;3.36013E+15;4.77965E+15;3.31227E+15;1.02328E+16;1.44257E+16;-3.46185E+15;-2.90205E+15;6.02757E+15;6.33688E+15;2.64309E+14;5.19662E+15;-3.0838E+15;3.75387E+16;-3.17841E+15;3.48751E+16;2.79849E+16;3.05072E+16;3.59136E+15
915;8.40768E+15;-3.78943E+15;4.34007E+15;1.6863E+16;4.37511E+15;6.38394E+14;1.41348E+14;4.85802E+14;5.63087E+15;-6.21587E+15;1.13812E+15;3.38418E+16;7.63578E+15;3.55526E+15;5.50546E+15;-3.20751E+15;2.20789E+15;-1.39058E+16;4.46102E+15;3.37286E+15;8.33573E+15;3.55511E+16;-1.6342E+16;2.14355E+16;-5.64396E+15;3.36013E+15;4.77965E+15;3.31227E+15;1.02328E+16;1.44257E+16;-3.46185E+15;-2.90205E+15;6.02757E+15;6.33688E+15;2.64309E+14;5.19662E+15;-3.0838E+15;3.75387E+16;-3.17841E+15;3.48751E+16;2.79849E+16;3.05072E+16;8.94797E+15;4.23695E+15;1.54389E+16;6.55743E+15;5.42747E+15;2.69797E+16;5.88008E+15;5.26977E+15;-1.76091E+16;2.03529E+15;5.51774E+14;3.54601E+15;6.24899E+15;5.21045E+15;3.64904E+15
916;5.50546E+15;-3.20751E+15;2.20789E+15;-1.39058E+16;4.46102E+15;3.37286E+15;8.33573E+15;3.55511E+16;-1.6342E+16;2.14355E+16;-5.64396E+15;3.36013E+15;4.77965E+15;3.31227E+15;1.02328E+16;1.44257E+16;-3.46185E+15;-2.90205E+15;6.02757E+15;6.33688E+15;2.64309E+14;5.19662E+15;-3.0838E+15;3.75387E+16;-3.17841E+15;3.48751E+16;2.79849E+16;3.05072E+16;8.94797E+15;4.23695E+15;1.54389E+16;6.55743E+15;5.42747E+15;2.69797E+16;5.88008E+15;5.26977E+15;-1.76091E+16;2.03529E+15;5.51774E+14;3.54601E+15;6.24899E+15;5.21045E+15;6.98503E+15;4.20655E+15;-3.79872E+15;3.99819E+14;4.65547E+16;2.08271E+16;4.26935E+15;6.34479E+15;-3.08168E+14;2.4696E+16;2.43426E+16;4.11579E+15;4.9768E+15;8.56236E+15;4.3308E+15
917;1.02328E+16;1.44257E+16;-3.46185E+15;-2.90205E+15;6.02757E+15;6.33688E+15;2.64309E+14;5.19662E+15;-3.0838E+15;3.75387E+16;-3.17841E+15;3.48751E+16;2.79849E+16;3.05072E+16;8.94797E+15;4.23695E+15;1.54389E+16;6.55743E+15;5.42747E+15;2.69797E+16;5.88008E+15;5.26977E+15;-1.76091E+16;2.03529E+15;5.51774E+14;3.54601E+15;6.24899E+15;5.21045E+15;6.98503E+15;4.20655E+15;-3.79872E+15;3.99819E+14;4.65547E+16;2.08271E+16;4.26935E+15;6.34479E+15;-3.08168E+14;2.4696E+16;2.43426E+16;4.11579E+15;4.9768E+15;8.56236E+15;6.24979E+15;1.31899E+16;-7.77773E+15;-6.99577E+15;4.81933E+15;3.18897E+16;8.68886E+15;4.64178E+15;-2.6758E+16;1.95343E+15;2.68049E+15;4.48581E+16;3.36325E+16;6.75682E+15;4.12912E+14
918;8.94797E+15;4.23695E+15;1.54389E+16;6.55743E+15;5.42747E+15;2.69797E+16;5.88008E+15;5.26977E+15;-1.76091E+16;2.03529E+15;5.51774E+14;3.54601E+15;6.24899E+15;5.21045E+15;6.98503E+15;4.20655E+15;-3.79872E+15;3.99819E+14;4.65547E+16;2.08271E+16;4.26935E+15;6.34479E+15;-3.08168E+14;2.4696E+16;2.43426E+16;4.11579E+15;4.9768E+15;8.56236E+15;6.24979E+15;1.31899E+16;-7.77773E+15;-6.99577E+15;4.81933E+15;3.18897E+16;8.68886E+15;4.64178E+15;-2.6758E+16;1.95343E+15;2.68049E+15;4.48581E+16;3.36325E+16;6.75682E+15;6.84881E+15;3.75386E+15;44614;-3.6499E+15;4.55226E+15;2.6007E+16;1.13637E+16;4.18536E+15;-2.36327E+15;7.3335E+15;3.79265E+15;4.05231E+15;3.37288E+15;5.2175E+15;3.70949E+15
920;6.24979E+15;1.31899E+16;-7.77773E+15;-6.99577E+15;4.81933E+15;3.18897E+16;8.68886E+15;4.64178E+15;-2.6758E+16;1.95343E+15;2.68049E+15;4.48581E+16;3.36325E+16;6.75682E+15;6.84881E+15;3.75386E+15;44614;-3.6499E+15;4.55226E+15;2.6007E+16;1.13637E+16;4.18536E+15;-2.36327E+15;7.3335E+15;3.79265E+15;4.05231E+15;3.37288E+15;5.2175E+15;4.75523E+15;1.26158E+16;-4.75118E+14;1.25613E+16;4.10162E+15;3.52729E+16;6.96208E+15;1.08217E+15;2.52011E+15;8.01495E+15;2.88341E+15;4.85141E+15;1.11465E+14;1.0339E+16;5.09297E+15;1.1248E+16;-1.57152E+15;-8.6626E+15;3.76326E+13;8.99371E+15;3.8451E+15;8.74778E+15;1.84489E+16;-6.14892E+14;7.48771E+15;4.03472E+15;2.20538E+15;1.05846E+16;3.74821E+15
921;6.84881E+15;3.75386E+15;44614;-3.6499E+15;4.55226E+15;2.6007E+16;1.13637E+16;4.18536E+15;-2.36327E+15;7.3335E+15;3.79265E+15;4.05231E+15;3.37288E+15;5.2175E+15;4.75523E+15;1.26158E+16;-4.75118E+14;1.25613E+16;4.10162E+15;3.52729E+16;6.96208E+15;1.08217E+15;2.52011E+15;8.01495E+15;2.88341E+15;4.85141E+15;1.11465E+14;1.0339E+16;5.09297E+15;1.1248E+16;-1.57152E+15;-8.6626E+15;3.76326E+13;8.99371E+15;3.8451E+15;8.74778E+15;1.84489E+16;-6.14892E+14;7.48771E+15;4.03472E+15;2.20538E+15;1.05846E+16;2.96418E+16;2.15656E+15;1.42575E+16;-3.16898E+14;4.13597E+15;8.31006E+15;4.08908E+15;4.46089E+15;-1.77162E+15;-4.46209E+14;2.91756E+15;3.7501E+15;2.89395E+15;3.09982E+16;3.54804E+15
922;4.75523E+15;1.26158E+16;-4.75118E+14;1.25613E+16;4.10162E+15;3.52729E+16;6.96208E+15;1.08217E+15;2.52011E+15;8.01495E+15;2.88341E+15;4.85141E+15;1.11465E+14;1.0339E+16;5.09297E+15;1.1248E+16;-1.57152E+15;-8.6626E+15;3.76326E+13;8.99371E+15;3.8451E+15;8.74778E+15;1.84489E+16;-6.14892E+14;7.48771E+15;4.03472E+15;2.20538E+15;1.05846E+16;2.96418E+16;2.15656E+15;1.42575E+16;-3.16898E+14;4.13597E+15;8.31006E+15;4.08908E+15;4.46089E+15;-1.77162E+15;-4.46209E+14;2.91756E+15;3.7501E+15;2.89395E+15;3.09982E+16;4.21315E+15;-1.35585E+15;2.55242E+16;7.52383E+15;3.76583E+15;5.98272E+15;5.70007E+15;3.37151E+15;-2.36715E+15;2.40892E+15;1.15548E+14;3.38777E+15;3.56254E+14;3.511E+16;3.04956E+16
923;5.09297E+15;1.1248E+16;-1.57152E+15;-8.6626E+15;3.76326E+13;8.99371E+15;3.8451E+15;8.74778E+15;1.84489E+16;-6.14892E+14;7.48771E+15;4.03472E+15;2.20538E+15;1.05846E+16;2.96418E+16;2.15656E+15;1.42575E+16;-3.16898E+14;4.13597E+15;8.31006E+15;4.08908E+15;4.46089E+15;-1.77162E+15;-4.46209E+14;2.91756E+15;3.7501E+15;2.89395E+15;3.09982E+16;4.21315E+15;-1.35585E+15;2.55242E+16;7.52383E+15;3.76583E+15;5.98272E+15;5.70007E+15;3.37151E+15;-2.36715E+15;2.40892E+15;1.15548E+14;3.38777E+15;3.56254E+14;3.511E+16;3.63344E+15;-2.00465E+15;1.59882E+16;9.70837E+14;3.76397E+16;6.38033E+16;1.23957E+15;3.31841E+15;-2.7302E+15;6.55718E+15;-1.23243E+16;2.96542E+15;5.5787E+15;2.30557E+15;2.9053E+15
924;2.96418E+16;2.15656E+15;1.42575E+16;-3.16898E+14;4.13597E+15;8.31006E+15;4.08908E+15;4.46089E+15;-1.77162E+15;-4.46209E+14;2.91756E+15;3.7501E+15;2.89395E+15;3.09982E+16;4.21315E+15;-1.35585E+15;2.55242E+16;7.52383E+15;3.76583E+15;5.98272E+15;5.70007E+15;3.37151E+15;-2.36715E+15;2.40892E+15;1.15548E+14;3.38777E+15;3.56254E+14;3.511E+16;3.63344E+15;-2.00465E+15;1.59882E+16;9.70837E+14;3.76397E+16;6.38033E+16;1.23957E+15;3.31841E+15;-2.7302E+15;6.55718E+15;-1.23243E+16;2.96542E+15;5.5787E+15;2.30557E+15;8.02717E+15;2.91924E+15;-6.49809E+15;-1.33958E+16;4.29769E+15;9.53625E+15;1.26949E+16;3.95844E+16;-2.32738E+15;2.70472E+16;-8.2568E+15;2.90409E+15;5.23949E+15;1.36524E+16;2.9028E+16
925;4.21315E+15;-1.35585E+15;2.55242E+16;7.52383E+15;3.76583E+15;5.98272E+15;5.70007E+15;3.37151E+15;-2.36715E+15;2.40892E+15;1.15548E+14;3.38777E+15;3.56254E+14;3.511E+16;3.63344E+15;-2.00465E+15;1.59882E+16;9.70837E+14;3.76397E+16;6.38033E+16;1.23957E+15;3.31841E+15;-2.7302E+15;6.55718E+15;-1.23243E+16;2.96542E+15;5.5787E+15;2.30557E+15;8.02717E+15;2.91924E+15;-6.49809E+15;-1.33958E+16;4.29769E+15;9.53625E+15;1.26949E+16;3.95844E+16;-2.32738E+15;2.70472E+16;-8.2568E+15;2.90409E+15;5.23949E+15;1.36524E+16;4.07807E+16;2.42574E+16;-1.91177E+16;-5.10799E+15;4.22262E+16;4.82298E+15;9.37059E+15;4.15069E+15;-2.01462E+16;1.14352E+16;-6.85161E+15;2.97778E+16;9.98956E+15;2.25688E+16;3.14911E+16
926;3.63344E+15;-2.00465E+15;1.59882E+16;9.70837E+14;3.76397E+16;6.38033E+16;1.23957E+15;3.31841E+15;-2.7302E+15;6.55718E+15;-1.23243E+16;2.96542E+15;5.5787E+15;2.30557E+15;8.02717E+15;2.91924E+15;-6.49809E+15;-1.33958E+16;4.29769E+15;9.53625E+15;1.26949E+16;3.95844E+16;-2.32738E+15;2.70472E+16;-8.2568E+15;2.90409E+15;5.23949E+15;1.36524E+16;4.07807E+16;2.42574E+16;-1.91177E+16;-5.10799E+15;4.22262E+16;4.82298E+15;9.37059E+15;4.15069E+15;-2.01462E+16;1.14352E+16;-6.85161E+15;2.97778E+16;9.98956E+15;2.25688E+16;7.63775E+15;2.52728E+15;-3.70126E+16;-1.1692E+15;4.48401E+15;6.67787E+15;1.52069E+16;4.95202E+15;-1.8147E+16;3.05949E+15;2.22059E+16;2.83144E+16;1.04892E+16;2.34473E+15;3.16622E+15
927;8.02717E+15;2.91924E+15;-6.49809E+15;-1.33958E+16;4.29769E+15;9.53625E+15;1.26949E+16;3.95844E+16;-2.32738E+15;2.70472E+16;-8.2568E+15;2.90409E+15;5.23949E+15;1.36524E+16;4.07807E+16;2.42574E+16;-1.91177E+16;-5.10799E+15;4.22262E+16;4.82298E+15;9.37059E+15;4.15069E+15;-2.01462E+16;1.14352E+16;-6.85161E+15;2.97778E+16;9.98956E+15;2.25688E+16;7.63775E+15;2.52728E+15;-3.70126E+16;-1.1692E+15;4.48401E+15;6.67787E+15;1.52069E+16;4.95202E+15;-1.8147E+16;3.05949E+15;2.22059E+16;2.83144E+16;1.04892E+16;2.34473E+15;4.2984E+15;7.83568E+15;-1.39783E+15;-2.9368E+15;5.47853E+15;2.26589E+15;1.98218E+16;4.59629E+15;-1.20077E+15;2.22777E+15;4.1033E+14;2.69936E+15;1.21689E+16;1.65107E+16;3.17788E+15
928;4.07807E+16;2.42574E+16;-1.91177E+16;-5.10799E+15;4.22262E+16;4.82298E+15;9.37059E+15;4.15069E+15;-2.01462E+16;1.14352E+16;-6.85161E+15;2.97778E+16;9.98956E+15;2.25688E+16;7.63775E+15;2.52728E+15;-3.70126E+16;-1.1692E+15;4.48401E+15;6.67787E+15;1.52069E+16;4.95202E+15;-1.8147E+16;3.05949E+15;2.22059E+16;2.83144E+16;1.04892E+16;2.34473E+15;4.2984E+15;7.83568E+15;-1.39783E+15;-2.9368E+15;5.47853E+15;2.26589E+15;1.98218E+16;4.59629E+15;-1.20077E+15;2.22777E+15;4.1033E+14;2.69936E+15;1.21689E+16;1.65107E+16;3.44893E+16;1.35405E+15;-1.02069E+16;6.3682E+15;4.84035E+15;2.20942E+15;9.07924E+15;7.34723E+15;2.03505E+15;3.10649E+14;3.13989E+15;2.90074E+16;2.36951E+15;2.87372E+16;4.06412E+15
932;3.17623E+15;-4.93907E+15;-2.09268E+15;-7.82625E+14;4.32006E+15;2.55741E+16;6.32579E+15;1.26887E+15;5.63127E+15;-4.68987E+15;-2.29766E+16;3.57907E+16;2.40896E+16;1.3036E+15;3.05271E+16;2.21974E+15;-9.50104E+15;-5.64594E+14;3.51433E+15;2.76803E+15;4.31499E+16;6.21131E+15;3.45167E+16;-2.5489E+16;5.65751E+14;4.65025E+15;5.30824E+14;1.70422E+15;3.81919E+16;2.50013E+15;-2.22143E+16;1.12122E+15;3.14021E+15;3.31577E+16;2.33494E+15;6.21381E+15;2.84933E+16;-3.66646E+15;-2.36513E+15;5.45105E+15;3.77228E+16;2.01864E+14;5.21204E+15;2.86313E+16;-2.15648E+15;-7.66628E+15;3.03594E+16;6.14178E+15;2.59345E+15;2.71796E+15;6.91866E+15;-1.62118E+15;1.04587E+15;4.9978E+15;1.78364E+16;7.06591E+15;4.20445E+14
933;3.05271E+16;2.21974E+15;-9.50104E+15;-5.64594E+14;3.51433E+15;2.76803E+15;4.31499E+16;6.21131E+15;3.45167E+16;-2.5489E+16;5.65751E+14;4.65025E+15;5.30824E+14;1.70422E+15;3.81919E+16;2.50013E+15;-2.22143E+16;1.12122E+15;3.14021E+15;3.31577E+16;2.33494E+15;6.21381E+15;2.84933E+16;-3.66646E+15;-2.36513E+15;5.45105E+15;3.77228E+16;2.01864E+14;5.21204E+15;2.86313E+16;-2.15648E+15;-7.66628E+15;3.03594E+16;6.14178E+15;2.59345E+15;2.71796E+15;6.91866E+15;-1.62118E+15;1.04587E+15;4.9978E+15;1.78364E+16;7.06591E+15;5.95072E+16;3.94614E+15;-3.00113E+15;4.88999E+15;2.70196E+15;5.94527E+15;1.72693E+16;3.61099E+16;4.89435E+15;-1.60427E+16;1.1206E+15;4.22619E+15;3.88283E+15;5.94585E+15;4.00244E+15
934;3.81919E+16;2.50013E+15;-2.22143E+16;1.12122E+15;3.14021E+15;3.31577E+16;2.33494E+15;6.21381E+15;2.84933E+16;-3.66646E+15;-2.36513E+15;5.45105E+15;3.77228E+16;2.01864E+14;5.21204E+15;2.86313E+16;-2.15648E+15;-7.66628E+15;3.03594E+16;6.14178E+15;2.59345E+15;2.71796E+15;6.91866E+15;-1.62118E+15;1.04587E+15;4.9978E+15;1.78364E+16;7.06591E+15;5.95072E+16;3.94614E+15;-3.00113E+15;4.88999E+15;2.70196E+15;5.94527E+15;1.72693E+16;3.61099E+16;4.89435E+15;-1.60427E+16;1.1206E+15;4.22619E+15;3.88283E+15;5.94585E+15;5.15702E+15;1.54785E+16;-3.63516E+16;5.40094E+15;3.256E+16;6.70237E+15;3.2773E+14;3.02011E+15;-2.59661E+15;-2.05592E+15;3.95088E+15;3.95999E+15;3.24292E+15;4.75066E+16;3.60516E+15
939;3.35469E+15;-1.24535E+15;2.31642E+15;-1.92441E+15;4.3059E+15;2.22661E+15;4.39019E+15;5.19291E+16;-3.17674E+15;1.04389E+16;3.05621E+15;7.13609E+15;2.55441E+16;2.28834E+16;3.36919E+16;-9.65718E+14;1.62411E+16;1.0817E+15;3.93723E+15;2.75242E+15;3.55859E+15;3.5141E+16;-1.76315E+15;1.191E+16;2.69664E+15;6.74381E+15;1.57167E+16;1.83166E+15;3.58138E+15;-2.47261E+15;-1.12474E+15;1.67277E+14;3.47621E+16;3.03708E+16;3.9729E+15;2.86976E+16;-8.11916E+15;1.09973E+16;-1.42196E+15;5.78278E+15;1.79414E+15;1.07652E+16;5.45259E+15;-1.61468E+16;2.75955E+15;1.06603E+16;3.5016E+15;5.75266E+15;4.04401E+15;3.0258E+16;3.62926E+15;1.1347E+15;-4.16538E+15;4.97423E+15;2.71771E+16;79515895;4.36964E+15
941;3.58138E+15;-2.47261E+15;-1.12474E+15;1.67277E+14;3.47621E+16;3.03708E+16;3.9729E+15;2.86976E+16;-8.11916E+15;1.09973E+16;-1.42196E+15;5.78278E+15;1.79414E+15;1.07652E+16;5.45259E+15;-1.61468E+16;2.75955E+15;1.06603E+16;3.5016E+15;5.75266E+15;4.04401E+15;3.0258E+16;3.62926E+15;1.1347E+15;-4.16538E+15;4.97423E+15;2.71771E+16;79515895;7.04447E+15;-3.57216E+15;1.88381E+16;-9.06892E+15;3.6689E+15;7.88191E+15;3.79472E+15;7.2077E+15;-1.60266E+15;2.31992E+15;-2.27645E+15;4.74657E+15;4.9473E+15;6.02815E+16;7.81541E+15;-1.20875E+16;3.43703E+15;3.62649E+16;3.85082E+15;1.09852E+16;5.47868E+16;1.02293E+16;-2.54891E+16;5.67257E+15;-2.32779E+15;4.13374E+15;5.81824E+15;3.99125E+15;4.23917E+15
942;5.45259E+15;-1.61468E+16;2.75955E+15;1.06603E+16;3.5016E+15;5.75266E+15;4.04401E+15;3.0258E+16;3.62926E+15;1.1347E+15;-4.16538E+15;4.97423E+15;2.71771E+16;79515895;7.04447E+15;-3.57216E+15;1.88381E+16;-9.06892E+15;3.6689E+15;7.88191E+15;3.79472E+15;7.2077E+15;-1.60266E+15;2.31992E+15;-2.27645E+15;4.74657E+15;4.9473E+15;6.02815E+16;7.81541E+15;-1.20875E+16;3.43703E+15;3.62649E+16;3.85082E+15;1.09852E+16;5.47868E+16;1.02293E+16;-2.54891E+16;5.67257E+15;-2.32779E+15;4.13374E+15;5.81824E+15;3.99125E+15;5.96876E+15;8.75618E+13;1.89836E+16;-1.40095E+15;3.90311E+15;6.63781E+15;1.96755E+15;4.2767E+15;-2.05552E+15;9.70072E+14;1.06279E+16;4.18676E+16;8.84688E+15;5.03607E+15;4.13429E+15
943;7.04447E+15;-3.57216E+15;1.88381E+16;-9.06892E+15;3.6689E+15;7.88191E+15;3.79472E+15;7.2077E+15;-1.60266E+15;2.31992E+15;-2.27645E+15;4.74657E+15;4.9473E+15;6.02815E+16;7.81541E+15;-1.20875E+16;3.43703E+15;3.62649E+16;3.85082E+15;1.09852E+16;5.47868E+16;1.02293E+16;-2.54891E+16;5.67257E+15;-2.32779E+15;4.13374E+15;5.81824E+15;3.99125E+15;5.96876E+15;8.75618E+13;1.89836E+16;-1.40095E+15;3.90311E+15;6.63781E+15;1.96755E+15;4.2767E+15;-2.05552E+15;9.70072E+14;1.06279E+16;4.18676E+16;8.84688E+15;5.03607E+15;5.69098E+16;4.42457E+15;-1.52486E+15;-1.0006E+16;3.86704E+15;7.05349E+15;3.75224E+16;3.93214E+15;3.77605E+14;6.25778E+15;-6.45529E+15;3.89905E+15;9.74348E+15;4.0902E+15;3.79687E+16
