Column1;Bt_carrington_4;Bx_carrington_4;By_carrington_4;Bz_carrington_4;speed_carrington_4;p_density_carrington_4;temperature_carrington_4;Bt_1d_4;Bx_1d_4;By_1d_4;Bz_1d_4;speed_1d_4;p_density_1d_4;temperature_1d_4;Bt_carrington_3;Bx_carrington_3;By_carrington_3;Bz_carrington_3;speed_carrington_3;p_density_carrington_3;temperature_carrington_3;Bt_1d_3;Bx_1d_3;By_1d_3;Bz_1d_3;speed_1d_3;p_density_1d_3;temperature_1d_3;Bt_carrington_2;Bx_carrington_2;By_carrington_2;Bz_carrington_2;speed_carrington_2;p_density_carrington_2;temperature_carrington_2;Bt_1d_2;Bx_1d_2;By_1d_2;Bz_1d_2;speed_1d_2;p_density_1d_2;temperature_1d_2;Bt_carrington_1;Bx_carrington_1;By_carrington_1;Bz_carrington_1;speed_carrington_1;p_density_carrington_1;temperature_carrington_1;Bt_1d_1;Bx_1d_1;By_1d_1;Bz_1d_1;speed_1d_1;p_density_1d_1;temperature_1d_1;forecast
4129;3.54939E+15;-1.47786E+16;1.07937E+16;-1.94635E+15;3.34533E+15;4.91215E+15;3.73387E+15;2.86263E+15;-1.45473E+16;1.36159E+16;-1.55028E+15;2.90041E+15;7.62161E+16;2.65892E+15;3.96163E+16;-8.30736E+13;2.49504E+16;2.12381E+15;3.00005E+15;8.19055E+15;2.23516E+15;3.33102E+15;-7.12771E+15;4.7474E+15;-3.92581E+15;3.05955E+16;6.83211E+15;2.78803E+15;2.86696E+16;-1.59608E+15;1.01145E+15;-1.32933E+15;3.10154E+15;9.77658E+15;2.26416E+16;3.63329E+16;-1.36312E+15;-8.43357E+15;-2.53209E+14;2.94311E+15;8.33628E+14;2.14594E+16;8.35154E+15;3.39151E+16;-2.22642E+16;-4.46036E+15;3.51539E+15;1.12204E+16;3.8853E+15;5.86987E+15;-2.21857E+15;5.94724E+15;2.16675E+15;3.08471E+16;1.06168E+16;3.51539E+15;3.11397E+15
4130;3.96163E+16;-8.30736E+13;2.49504E+16;2.12381E+15;3.00005E+15;8.19055E+15;2.23516E+15;3.33102E+15;-7.12771E+15;4.7474E+15;-3.92581E+15;3.05955E+16;6.83211E+15;2.78803E+15;2.86696E+16;-1.59608E+15;1.01145E+15;-1.32933E+15;3.10154E+15;9.77658E+15;2.26416E+16;3.63329E+16;-1.36312E+15;-8.43357E+15;-2.53209E+14;2.94311E+15;8.33628E+14;2.14594E+16;8.35154E+15;3.39151E+16;-2.22642E+16;-4.46036E+15;3.51539E+15;1.12204E+16;3.8853E+15;5.86987E+15;-2.21857E+15;5.94724E+15;2.16675E+15;3.08471E+16;1.06168E+16;3.51539E+15;7.20727E+14;7.95218E+14;3.83172E+16;1.32554E+16;3.66477E+15;1.0992E+16;6.27356E+15;4.97249E+15;-2.48607E+16;-2.121E+15;1.05549E+15;3.05396E+14;1.03913E+16;4.00375E+14;3.07856E+16
4131;2.86696E+16;-1.59608E+15;1.01145E+15;-1.32933E+15;3.10154E+15;9.77658E+15;2.26416E+16;3.63329E+16;-1.36312E+15;-8.43357E+15;-2.53209E+14;2.94311E+15;8.33628E+14;2.14594E+16;8.35154E+15;3.39151E+16;-2.22642E+16;-4.46036E+15;3.51539E+15;1.12204E+16;3.8853E+15;5.86987E+15;-2.21857E+15;5.94724E+15;2.16675E+15;3.08471E+16;1.06168E+16;3.51539E+15;7.20727E+14;7.95218E+14;3.83172E+16;1.32554E+16;3.66477E+15;1.0992E+16;6.27356E+15;4.97249E+15;-2.48607E+16;-2.121E+15;1.05549E+15;3.05396E+14;1.03913E+16;4.00375E+14;3.13818E+16;1.94129E+16;-1.87884E+15;6.82142E+15;3.88875E+15;4.58238E+15;5.67888E+15;4.96644E+15;-5.97837E+15;2.14402E+16;-1.20049E+15;3.11069E+15;1.10356E+16;3.88772E+15;3.2903E+15
4132;8.35154E+15;3.39151E+16;-2.22642E+16;-4.46036E+15;3.51539E+15;1.12204E+16;3.8853E+15;5.86987E+15;-2.21857E+15;5.94724E+15;2.16675E+15;3.08471E+16;1.06168E+16;3.51539E+15;7.20727E+14;7.95218E+14;3.83172E+16;1.32554E+16;3.66477E+15;1.0992E+16;6.27356E+15;4.97249E+15;-2.48607E+16;-2.121E+15;1.05549E+15;3.05396E+14;1.03913E+16;4.00375E+14;3.13818E+16;1.94129E+16;-1.87884E+15;6.82142E+15;3.88875E+15;4.58238E+15;5.67888E+15;4.96644E+15;-5.97837E+15;2.14402E+16;-1.20049E+15;3.11069E+15;1.10356E+16;3.88772E+15;5.05226E+15;2.50357E+16;-3.37135E+15;-3.39551E+15;3.96805E+15;4.76328E+15;7.19173E+15;4.04345E+14;-1.64652E+16;1.9605E+16;1.61821E+15;3.39141E+16;6.04169E+15;5.03129E+15;3.27669E+15
4133;7.20727E+14;7.95218E+14;3.83172E+16;1.32554E+16;3.66477E+15;1.0992E+16;6.27356E+15;4.97249E+15;-2.48607E+16;-2.121E+15;1.05549E+15;3.05396E+14;1.03913E+16;4.00375E+14;3.13818E+16;1.94129E+16;-1.87884E+15;6.82142E+15;3.88875E+15;4.58238E+15;5.67888E+15;4.96644E+15;-5.97837E+15;2.14402E+16;-1.20049E+15;3.11069E+15;1.10356E+16;3.88772E+15;5.05226E+15;2.50357E+16;-3.37135E+15;-3.39551E+15;3.96805E+15;4.76328E+15;7.19173E+15;4.04345E+14;-1.64652E+16;1.9605E+16;1.61821E+15;3.39141E+16;6.04169E+15;5.03129E+15;3.97566E+16;1.57397E+16;-2.55053E+16;-1.0132E+16;3.78177E+15;5.07802E+15;6.29585E+15;1.64788E+16;-4.1684E+15;4.48547E+15;-1.134E+15;3.09281E+15;1.11033E+16;1.55061E+16;3.21232E+15
4134;3.13818E+16;1.94129E+16;-1.87884E+15;6.82142E+15;3.88875E+15;4.58238E+15;5.67888E+15;4.96644E+15;-5.97837E+15;2.14402E+16;-1.20049E+15;3.11069E+15;1.10356E+16;3.88772E+15;5.05226E+15;2.50357E+16;-3.37135E+15;-3.39551E+15;3.96805E+15;4.76328E+15;7.19173E+15;4.04345E+14;-1.64652E+16;1.9605E+16;1.61821E+15;3.39141E+16;6.04169E+15;5.03129E+15;3.97566E+16;1.57397E+16;-2.55053E+16;-1.0132E+16;3.78177E+15;5.07802E+15;6.29585E+15;1.64788E+16;-4.1684E+15;4.48547E+15;-1.134E+15;3.09281E+15;1.11033E+16;1.55061E+16;3.41763E+16;1.21134E+15;-2.60712E+15;-1.33401E+15;3.45158E+15;8.07926E+15;3.5454E+15;3.09908E+16;1.29811E+15;-8.22809E+15;-1.02823E+16;3.15634E+16;9.74201E+15;2.08514E+16;3.05532E+15
4135;5.05226E+15;2.50357E+16;-3.37135E+15;-3.39551E+15;3.96805E+15;4.76328E+15;7.19173E+15;4.04345E+14;-1.64652E+16;1.9605E+16;1.61821E+15;3.39141E+16;6.04169E+15;5.03129E+15;3.97566E+16;1.57397E+16;-2.55053E+16;-1.0132E+16;3.78177E+15;5.07802E+15;6.29585E+15;1.64788E+16;-4.1684E+15;4.48547E+15;-1.134E+15;3.09281E+15;1.11033E+16;1.55061E+16;3.41763E+16;1.21134E+15;-2.60712E+15;-1.33401E+15;3.45158E+15;8.07926E+15;3.5454E+15;3.09908E+16;1.29811E+15;-8.22809E+15;-1.02823E+16;3.15634E+16;9.74201E+15;2.08514E+16;3.10192E+15;-1.83168E+16;3.94769E+15;2.95761E+15;3.27979E+15;7.8829E+15;3.1593E+16;4.83295E+15;1.56124E+15;-1.14767E+16;-1.941E+16;3.45567E+16;1.07073E+16;4.80266E+15;3.52964E+16
4136;3.97566E+16;1.57397E+16;-2.55053E+16;-1.0132E+16;3.78177E+15;5.07802E+15;6.29585E+15;1.64788E+16;-4.1684E+15;4.48547E+15;-1.134E+15;3.09281E+15;1.11033E+16;1.55061E+16;3.41763E+16;1.21134E+15;-2.60712E+15;-1.33401E+15;3.45158E+15;8.07926E+15;3.5454E+15;3.09908E+16;1.29811E+15;-8.22809E+15;-1.02823E+16;3.15634E+16;9.74201E+15;2.08514E+16;3.10192E+15;-1.83168E+16;3.94769E+15;2.95761E+15;3.27979E+15;7.8829E+15;3.1593E+16;4.83295E+15;1.56124E+15;-1.14767E+16;-1.941E+16;3.45567E+16;1.07073E+16;4.80266E+15;3.54412E+15;4.76399E+14;9.41664E+15;1.32877E+15;3.49752E+16;6.96209E+15;3.50136E+15;5.78551E+15;2.32406E+15;-3.39059E+16;-6.28808E+15;3.74486E+16;8.63944E+14;6.97834E+14;3.67117E+16
4137;3.41763E+16;1.21134E+15;-2.60712E+15;-1.33401E+15;3.45158E+15;8.07926E+15;3.5454E+15;3.09908E+16;1.29811E+15;-8.22809E+15;-1.02823E+16;3.15634E+16;9.74201E+15;2.08514E+16;3.10192E+15;-1.83168E+16;3.94769E+15;2.95761E+15;3.27979E+15;7.8829E+15;3.1593E+16;4.83295E+15;1.56124E+15;-1.14767E+16;-1.941E+16;3.45567E+16;1.07073E+16;4.80266E+15;3.54412E+15;4.76399E+14;9.41664E+15;1.32877E+15;3.49752E+16;6.96209E+15;3.50136E+15;5.78551E+15;2.32406E+15;-3.39059E+16;-6.28808E+15;3.74486E+16;8.63944E+14;6.97834E+14;2.5798E+15;-1.44872E+16;3.28417E+15;-1.22225E+15;3.35894E+15;6.97111E+15;3.74592E+15;3.11876E+16;8.23266E+15;-1.9166E+13;3.26441E+15;3.81552E+15;5.2342E+15;5.40123E+16;3.41177E+16
4138;3.10192E+15;-1.83168E+16;3.94769E+15;2.95761E+15;3.27979E+15;7.8829E+15;3.1593E+16;4.83295E+15;1.56124E+15;-1.14767E+16;-1.941E+16;3.45567E+16;1.07073E+16;4.80266E+15;3.54412E+15;4.76399E+14;9.41664E+15;1.32877E+15;3.49752E+16;6.96209E+15;3.50136E+15;5.78551E+15;2.32406E+15;-3.39059E+16;-6.28808E+15;3.74486E+16;8.63944E+14;6.97834E+14;2.5798E+15;-1.44872E+16;3.28417E+15;-1.22225E+15;3.35894E+15;6.97111E+15;3.74592E+15;3.11876E+16;8.23266E+15;-1.9166E+13;3.26441E+15;3.81552E+15;5.2342E+15;5.40123E+16;7.10859E+15;-3.00382E+15;2.87892E+15;3.17333E+15;4.03456E+14;9.361E+15;9.91269E+15;4.20314E+15;-9.93978E+15;-1.16455E+16;7.42937E+15;3.5744E+16;1.17131E+16;4.41661E+15;3.64189E+15
4139;3.54412E+15;4.76399E+14;9.41664E+15;1.32877E+15;3.49752E+16;6.96209E+15;3.50136E+15;5.78551E+15;2.32406E+15;-3.39059E+16;-6.28808E+15;3.74486E+16;8.63944E+14;6.97834E+14;2.5798E+15;-1.44872E+16;3.28417E+15;-1.22225E+15;3.35894E+15;6.97111E+15;3.74592E+15;3.11876E+16;8.23266E+15;-1.9166E+13;3.26441E+15;3.81552E+15;5.2342E+15;5.40123E+16;7.10859E+15;-3.00382E+15;2.87892E+15;3.17333E+15;4.03456E+14;9.361E+15;9.91269E+15;4.20314E+15;-9.93978E+15;-1.16455E+16;7.42937E+15;3.5744E+16;1.17131E+16;4.41661E+15;6.3513E+15;-3.77693E+14;1.99313E+15;9.37257E+14;6.19887E+15;4.08343E+16;1.8699E+15;5.53636E+15;-2.98821E+15;2.31908E+16;3.84968E+15;4.19698E+16;5.04749E+15;9.55106E+15;4.10138E+15
4140;2.5798E+15;-1.44872E+16;3.28417E+15;-1.22225E+15;3.35894E+15;6.97111E+15;3.74592E+15;3.11876E+16;8.23266E+15;-1.9166E+13;3.26441E+15;3.81552E+15;5.2342E+15;5.40123E+16;7.10859E+15;-3.00382E+15;2.87892E+15;3.17333E+15;4.03456E+14;9.361E+15;9.91269E+15;4.20314E+15;-9.93978E+15;-1.16455E+16;7.42937E+15;3.5744E+16;1.17131E+16;4.41661E+15;6.3513E+15;-3.77693E+14;1.99313E+15;9.37257E+14;6.19887E+15;4.08343E+16;1.8699E+15;5.53636E+15;-2.98821E+15;2.31908E+16;3.84968E+15;4.19698E+16;5.04749E+15;9.55106E+15;3.16842E+16;-1.07757E+15;5.45606E+15;2.58676E+15;6.41941E+15;2.00646E+15;1.77461E+15;4.36301E+16;-2.45485E+16;2.11956E+14;1.3546E+15;4.12322E+15;4.34364E+15;1.02866E+15;3.91931E+14
4141;7.10859E+15;-3.00382E+15;2.87892E+15;3.17333E+15;4.03456E+14;9.361E+15;9.91269E+15;4.20314E+15;-9.93978E+15;-1.16455E+16;7.42937E+15;3.5744E+16;1.17131E+16;4.41661E+15;6.3513E+15;-3.77693E+14;1.99313E+15;9.37257E+14;6.19887E+15;4.08343E+16;1.8699E+15;5.53636E+15;-2.98821E+15;2.31908E+16;3.84968E+15;4.19698E+16;5.04749E+15;9.55106E+15;3.16842E+16;-1.07757E+15;5.45606E+15;2.58676E+15;6.41941E+15;2.00646E+15;1.77461E+15;4.36301E+16;-2.45485E+16;2.11956E+14;1.3546E+15;4.12322E+15;4.34364E+15;1.02866E+15;2.75279E+16;-1.68959E+15;7.54055E+15;-5.94092E+15;4.9795E+15;2.28134E+16;8.89229E+14;5.69691E+16;-2.85001E+15;2.4803E+16;6.25142E+15;4.23227E+15;5.69945E+15;1.29126E+16;4.396E+15
4146;4.41678E+15;-2.86497E+16;-3.51487E+15;1.18735E+16;4.24548E+16;2.13863E+16;7.28244E+14;5.07984E+15;-2.01523E+15;2.42943E+16;-9.41793E+14;4.67203E+15;3.36327E+15;1.18814E+15;3.97915E+15;-1.95678E+16;9.89742E+15;-6.46662E+15;3.8868E+15;2.5371E+16;7.72604E+14;5.84413E+15;-2.51477E+16;3.16775E+15;-2.76791E+15;5.40848E+14;4.27995E+15;1.76981E+15;3.53287E+16;-1.96051E+16;1.39842E+15;-2.94774E+14;3.50369E+16;3.38963E+15;5.27641E+15;4.59888E+15;-3.6406E+15;1.60741E+16;-1.05524E+16;6.0371E+15;2.60694E+15;1.25283E+16;3.83736E+16;-1.80905E+16;2.28027E+16;3.68545E+15;3.22637E+15;3.86251E+15;2.83982E+15;3.6195E+15;-9.95065E+14;1.48099E+14;-7.32017E+15;5.1022E+15;3.20763E+16;7.5498E+14;4.47126E+16
4147;3.97915E+15;-1.95678E+16;9.89742E+15;-6.46662E+15;3.8868E+15;2.5371E+16;7.72604E+14;5.84413E+15;-2.51477E+16;3.16775E+15;-2.76791E+15;5.40848E+14;4.27995E+15;1.76981E+15;3.53287E+16;-1.96051E+16;1.39842E+15;-2.94774E+14;3.50369E+16;3.38963E+15;5.27641E+15;4.59888E+15;-3.6406E+15;1.60741E+16;-1.05524E+16;6.0371E+15;2.60694E+15;1.25283E+16;3.83736E+16;-1.80905E+16;2.28027E+16;3.68545E+15;3.22637E+15;3.86251E+15;2.83982E+15;3.6195E+15;-9.95065E+14;1.48099E+14;-7.32017E+15;5.1022E+15;3.20763E+16;7.5498E+14;3.27177E+15;-2.22473E+16;1.61622E+15;-2.02039E+15;3.01585E+16;5.37914E+15;1.62161E+16;3.95796E+14;-2.9016E+16;1.70776E+15;1.32399E+16;4.32791E+15;3.23947E+15;6.145E+15;3.94778E+15
4148;3.53287E+16;-1.96051E+16;1.39842E+15;-2.94774E+14;3.50369E+16;3.38963E+15;5.27641E+15;4.59888E+15;-3.6406E+15;1.60741E+16;-1.05524E+16;6.0371E+15;2.60694E+15;1.25283E+16;3.83736E+16;-1.80905E+16;2.28027E+16;3.68545E+15;3.22637E+15;3.86251E+15;2.83982E+15;3.6195E+15;-9.95065E+14;1.48099E+14;-7.32017E+15;5.1022E+15;3.20763E+16;7.5498E+14;3.27177E+15;-2.22473E+16;1.61622E+15;-2.02039E+15;3.01585E+16;5.37914E+15;1.62161E+16;3.95796E+14;-2.9016E+16;1.70776E+15;1.32399E+16;4.32791E+15;3.23947E+15;6.145E+15;3.61837E+15;-1.07466E+15;1.67344E+16;-1.16344E+15;3.06114E+15;9.59433E+15;2.92811E+15;4.28861E+15;-1.59466E+16;1.32773E+15;-1.65669E+16;4.13831E+15;3.4644E+15;5.52416E+15;3.86382E+16
4149;3.83736E+16;-1.80905E+16;2.28027E+16;3.68545E+15;3.22637E+15;3.86251E+15;2.83982E+15;3.6195E+15;-9.95065E+14;1.48099E+14;-7.32017E+15;5.1022E+15;3.20763E+16;7.5498E+14;3.27177E+15;-2.22473E+16;1.61622E+15;-2.02039E+15;3.01585E+16;5.37914E+15;1.62161E+16;3.95796E+14;-2.9016E+16;1.70776E+15;1.32399E+16;4.32791E+15;3.23947E+15;6.145E+15;3.61837E+15;-1.07466E+15;1.67344E+16;-1.16344E+15;3.06114E+15;9.59433E+15;2.92811E+15;4.28861E+15;-1.59466E+16;1.32773E+15;-1.65669E+16;4.13831E+15;3.4644E+15;5.52416E+15;2.86263E+15;-1.45473E+16;1.36159E+16;-1.55028E+15;2.90041E+15;7.62161E+16;2.65892E+15;4.22593E+15;-2.48639E+15;1.08782E+15;1.96277E+15;4.04188E+15;4.29754E+15;9.13025E+14;3.82519E+15
4150;3.27177E+15;-2.22473E+16;1.61622E+15;-2.02039E+15;3.01585E+16;5.37914E+15;1.62161E+16;3.95796E+14;-2.9016E+16;1.70776E+15;1.32399E+16;4.32791E+15;3.23947E+15;6.145E+15;3.61837E+15;-1.07466E+15;1.67344E+16;-1.16344E+15;3.06114E+15;9.59433E+15;2.92811E+15;4.28861E+15;-1.59466E+16;1.32773E+15;-1.65669E+16;4.13831E+15;3.4644E+15;5.52416E+15;2.86263E+15;-1.45473E+16;1.36159E+16;-1.55028E+15;2.90041E+15;7.62161E+16;2.65892E+15;4.22593E+15;-2.48639E+15;1.08782E+15;1.96277E+15;4.04188E+15;4.29754E+15;9.13025E+14;3.33102E+15;-7.12771E+15;4.7474E+15;-3.92581E+15;3.05955E+16;6.83211E+15;2.78803E+15;3.74197E+15;-2.97275E+16;1.13755E+15;3.17277E+15;3.79852E+15;3.55411E+16;6.58614E+15;3.53352E+15
4151;3.61837E+15;-1.07466E+15;1.67344E+16;-1.16344E+15;3.06114E+15;9.59433E+15;2.92811E+15;4.28861E+15;-1.59466E+16;1.32773E+15;-1.65669E+16;4.13831E+15;3.4644E+15;5.52416E+15;2.86263E+15;-1.45473E+16;1.36159E+16;-1.55028E+15;2.90041E+15;7.62161E+16;2.65892E+15;4.22593E+15;-2.48639E+15;1.08782E+15;1.96277E+15;4.04188E+15;4.29754E+15;9.13025E+14;3.33102E+15;-7.12771E+15;4.7474E+15;-3.92581E+15;3.05955E+16;6.83211E+15;2.78803E+15;3.74197E+15;-2.97275E+16;1.13755E+15;3.17277E+15;3.79852E+15;3.55411E+16;6.58614E+15;3.63329E+16;-1.36312E+15;-8.43357E+15;-2.53209E+14;2.94311E+15;8.33628E+14;2.14594E+16;4.61592E+15;-9.46502E+14;3.47048E+15;6.18272E+15;3.6094E+15;5.00123E+16;3.35273E+15;3.42582E+15
4152;2.86263E+15;-1.45473E+16;1.36159E+16;-1.55028E+15;2.90041E+15;7.62161E+16;2.65892E+15;4.22593E+15;-2.48639E+15;1.08782E+15;1.96277E+15;4.04188E+15;4.29754E+15;9.13025E+14;3.33102E+15;-7.12771E+15;4.7474E+15;-3.92581E+15;3.05955E+16;6.83211E+15;2.78803E+15;3.74197E+15;-2.97275E+16;1.13755E+15;3.17277E+15;3.79852E+15;3.55411E+16;6.58614E+15;3.63329E+16;-1.36312E+15;-8.43357E+15;-2.53209E+14;2.94311E+15;8.33628E+14;2.14594E+16;4.61592E+15;-9.46502E+14;3.47048E+15;6.18272E+15;3.6094E+15;5.00123E+16;3.35273E+15;5.86987E+15;-2.21857E+15;5.94724E+15;2.16675E+15;3.08471E+16;1.06168E+16;3.51539E+15;3.17707E+15;-1.52847E+16;8.54174E+15;-9.24217E+14;3.18368E+16;7.83635E+15;2.40881E+16;3.1294E+16
4153;3.33102E+15;-7.12771E+15;4.7474E+15;-3.92581E+15;3.05955E+16;6.83211E+15;2.78803E+15;3.74197E+15;-2.97275E+16;1.13755E+15;3.17277E+15;3.79852E+15;3.55411E+16;6.58614E+15;3.63329E+16;-1.36312E+15;-8.43357E+15;-2.53209E+14;2.94311E+15;8.33628E+14;2.14594E+16;4.61592E+15;-9.46502E+14;3.47048E+15;6.18272E+15;3.6094E+15;5.00123E+16;3.35273E+15;5.86987E+15;-2.21857E+15;5.94724E+15;2.16675E+15;3.08471E+16;1.06168E+16;3.51539E+15;3.17707E+15;-1.52847E+16;8.54174E+15;-9.24217E+14;3.18368E+16;7.83635E+15;2.40881E+16;4.97249E+15;-2.48607E+16;-2.121E+15;1.05549E+15;3.05396E+14;1.03913E+16;4.00375E+14;3.70462E+16;6.50007E+15;-2.49592E+15;6.51734E+15;3.03051E+14;6.86409E+15;2.55953E+15;3.0462E+15
4154;3.63329E+16;-1.36312E+15;-8.43357E+15;-2.53209E+14;2.94311E+15;8.33628E+14;2.14594E+16;4.61592E+15;-9.46502E+14;3.47048E+15;6.18272E+15;3.6094E+15;5.00123E+16;3.35273E+15;5.86987E+15;-2.21857E+15;5.94724E+15;2.16675E+15;3.08471E+16;1.06168E+16;3.51539E+15;3.17707E+15;-1.52847E+16;8.54174E+15;-9.24217E+14;3.18368E+16;7.83635E+15;2.40881E+16;4.97249E+15;-2.48607E+16;-2.121E+15;1.05549E+15;3.05396E+14;1.03913E+16;4.00375E+14;3.70462E+16;6.50007E+15;-2.49592E+15;6.51734E+15;3.03051E+14;6.86409E+15;2.55953E+15;4.96644E+15;-5.97837E+15;2.14402E+16;-1.20049E+15;3.11069E+15;1.10356E+16;3.88772E+15;4.26628E+15;1.61021E+15;-2.75789E+16;-1.08273E+15;2.89188E+15;7.84057E+15;2.33885E+16;2.98343E+15
4155;5.86987E+15;-2.21857E+15;5.94724E+15;2.16675E+15;3.08471E+16;1.06168E+16;3.51539E+15;3.17707E+15;-1.52847E+16;8.54174E+15;-9.24217E+14;3.18368E+16;7.83635E+15;2.40881E+16;4.97249E+15;-2.48607E+16;-2.121E+15;1.05549E+15;3.05396E+14;1.03913E+16;4.00375E+14;3.70462E+16;6.50007E+15;-2.49592E+15;6.51734E+15;3.03051E+14;6.86409E+15;2.55953E+15;4.96644E+15;-5.97837E+15;2.14402E+16;-1.20049E+15;3.11069E+15;1.10356E+16;3.88772E+15;4.26628E+15;1.61021E+15;-2.75789E+16;-1.08273E+15;2.89188E+15;7.84057E+15;2.33885E+16;4.04345E+14;-1.64652E+16;1.9605E+16;1.61821E+15;3.39141E+16;6.04169E+15;5.03129E+15;3.39778E+16;7.76776E+15;-1.64242E+15;-1.05327E+16;2.94615E+15;1.16222E+16;1.96407E+16;3.04517E+15
4156;4.97249E+15;-2.48607E+16;-2.121E+15;1.05549E+15;3.05396E+14;1.03913E+16;4.00375E+14;3.70462E+16;6.50007E+15;-2.49592E+15;6.51734E+15;3.03051E+14;6.86409E+15;2.55953E+15;4.96644E+15;-5.97837E+15;2.14402E+16;-1.20049E+15;3.11069E+15;1.10356E+16;3.88772E+15;4.26628E+15;1.61021E+15;-2.75789E+16;-1.08273E+15;2.89188E+15;7.84057E+15;2.33885E+16;4.04345E+14;-1.64652E+16;1.9605E+16;1.61821E+15;3.39141E+16;6.04169E+15;5.03129E+15;3.39778E+16;7.76776E+15;-1.64242E+15;-1.05327E+16;2.94615E+15;1.16222E+16;1.96407E+16;1.64788E+16;-4.1684E+15;4.48547E+15;-1.134E+15;3.09281E+15;1.11033E+16;1.55061E+16;4.47042E+15;-1.78761E+15;1.93492E+16;4.75756E+15;3.22066E+15;9.61638E+15;3.66833E+14;3.15317E+16
4157;4.96644E+15;-5.97837E+15;2.14402E+16;-1.20049E+15;3.11069E+15;1.10356E+16;3.88772E+15;4.26628E+15;1.61021E+15;-2.75789E+16;-1.08273E+15;2.89188E+15;7.84057E+15;2.33885E+16;4.04345E+14;-1.64652E+16;1.9605E+16;1.61821E+15;3.39141E+16;6.04169E+15;5.03129E+15;3.39778E+16;7.76776E+15;-1.64242E+15;-1.05327E+16;2.94615E+15;1.16222E+16;1.96407E+16;1.64788E+16;-4.1684E+15;4.48547E+15;-1.134E+15;3.09281E+15;1.11033E+16;1.55061E+16;4.47042E+15;-1.78761E+15;1.93492E+16;4.75756E+15;3.22066E+15;9.61638E+15;3.66833E+14;3.09908E+16;1.29811E+15;-8.22809E+15;-1.02823E+16;3.15634E+16;9.74201E+15;2.08514E+16;3.23187E+16;4.18949E+13;1.25166E+16;-6.37106E+15;3.26575E+15;1.12073E+16;3.18304E+16;3.22037E+16
4158;4.04345E+14;-1.64652E+16;1.9605E+16;1.61821E+15;3.39141E+16;6.04169E+15;5.03129E+15;3.39778E+16;7.76776E+15;-1.64242E+15;-1.05327E+16;2.94615E+15;1.16222E+16;1.96407E+16;1.64788E+16;-4.1684E+15;4.48547E+15;-1.134E+15;3.09281E+15;1.11033E+16;1.55061E+16;4.47042E+15;-1.78761E+15;1.93492E+16;4.75756E+15;3.22066E+15;9.61638E+15;3.66833E+14;3.09908E+16;1.29811E+15;-8.22809E+15;-1.02823E+16;3.15634E+16;9.74201E+15;2.08514E+16;3.23187E+16;4.18949E+13;1.25166E+16;-6.37106E+15;3.26575E+15;1.12073E+16;3.18304E+16;4.83295E+15;1.56124E+15;-1.14767E+16;-1.941E+16;3.45567E+16;1.07073E+16;4.80266E+15;6.48558E+15;-4.69677E+15;2.37753E+15;-1.76669E+15;3.72706E+15;8.97911E+15;8.12726E+15;3.769E+15
4159;1.64788E+16;-4.1684E+15;4.48547E+15;-1.134E+15;3.09281E+15;1.11033E+16;1.55061E+16;4.47042E+15;-1.78761E+15;1.93492E+16;4.75756E+15;3.22066E+15;9.61638E+15;3.66833E+14;3.09908E+16;1.29811E+15;-8.22809E+15;-1.02823E+16;3.15634E+16;9.74201E+15;2.08514E+16;3.23187E+16;4.18949E+13;1.25166E+16;-6.37106E+15;3.26575E+15;1.12073E+16;3.18304E+16;4.83295E+15;1.56124E+15;-1.14767E+16;-1.941E+16;3.45567E+16;1.07073E+16;4.80266E+15;6.48558E+15;-4.69677E+15;2.37753E+15;-1.76669E+15;3.72706E+15;8.97911E+15;8.12726E+15;5.78551E+15;2.32406E+15;-3.39059E+16;-6.28808E+15;3.74486E+16;8.63944E+14;6.97834E+14;4.17807E+15;-1.80518E+16;2.69909E+16;-1.39757E+15;3.672E+14;4.78352E+15;6.02767E+15;3.41017E+15
4160;3.09908E+16;1.29811E+15;-8.22809E+15;-1.02823E+16;3.15634E+16;9.74201E+15;2.08514E+16;3.23187E+16;4.18949E+13;1.25166E+16;-6.37106E+15;3.26575E+15;1.12073E+16;3.18304E+16;4.83295E+15;1.56124E+15;-1.14767E+16;-1.941E+16;3.45567E+16;1.07073E+16;4.80266E+15;6.48558E+15;-4.69677E+15;2.37753E+15;-1.76669E+15;3.72706E+15;8.97911E+15;8.12726E+15;5.78551E+15;2.32406E+15;-3.39059E+16;-6.28808E+15;3.74486E+16;8.63944E+14;6.97834E+14;4.17807E+15;-1.80518E+16;2.69909E+16;-1.39757E+15;3.672E+14;4.78352E+15;6.02767E+15;3.11876E+16;8.23266E+15;-1.9166E+13;3.26441E+15;3.81552E+15;5.2342E+15;5.40123E+16;1.89431E+16;-7.52369E+15;2.82801E+15;-2.2716E+15;3.2922E+16;6.18637E+16;2.55835E+16;3.20106E+15
