,AAE_avg,AAE_std,AAE_min,AAE_max,AAE_gen,AAE_nevals,size_avg,size_std,size_min,size_max,size_gen,size_nevals,height_avg,height_std,height_min,height_max,height_gen,height_nevals
0,645.8810030864425,4590.843780059346,45.86976701675135,76856.55431661017,1.0,1000.0,2.748,1.2963394617151789,1.0,12.0,1.0,1000.0,1.35,0.653834841531101,0.0,4.0,1.0,1000.0
1,484.73073652330345,3408.121869551329,24.76861361745767,76590.54937880723,2.0,1000.0,2.904,1.4949193958203901,1.0,12.0,2.0,1000.0,1.374,0.7253440562932877,0.0,5.0,2.0,1000.0
2,285.93631112530795,124.1020229591445,24.545250233894933,370.5974223952531,3.0,1000.0,2.992,1.6792665065438541,1.0,11.0,3.0,1000.0,1.358,0.8682372947529955,0.0,5.0,3.0,1000.0
3,595.1960434410677,5370.093862843403,24.351077943649376,77786.84942110196,4.0,1000.0,2.956,1.920953929692225,1.0,10.0,4.0,1000.0,1.262,1.0398826856910353,0.0,5.0,4.0,1000.0
4,369.74471572080205,4841.689987920022,24.15059585715551,78933.8073365339,5.0,1000.0,3.194,2.611582661912121,1.0,12.0,5.0,1000.0,1.314,1.5044613654062373,0.0,5.0,5.0,1000.0
5,38.1312384073538,9.639317167147711,23.95551916223716,46.434415534948016,6.0,1000.0,3.864,3.108295996201134,1.0,13.0,6.0,1000.0,1.634,1.7674965346500684,0.0,7.0,6.0,1000.0
6,29.549048417644016,8.385932853688098,23.507587232029923,45.76919543966841,7.0,1000.0,4.692,3.6062634401829268,1.0,16.0,7.0,1000.0,2.078,1.9788673528056397,0.0,9.0,7.0,1000.0
7,816.5002662903843,7763.775876098652,23.79362191445632,80882.01841667257,8.0,1000.0,4.436,3.8081365521735164,1.0,17.0,8.0,1000.0,1.896,2.0102696336561423,0.0,8.0,8.0,1000.0
8,24.73709604220825,0.3031745118997691,23.558102513890436,25.396196019447185,9.0,1000.0,4.292,4.017304568986524,1.0,18.0,9.0,1000.0,1.82,2.1183956193308178,0.0,8.0,9.0,1000.0
9,24.702678874477694,0.2836620346915374,23.263333071954737,25.1481814129634,10.0,1000.0,4.078,4.064469953142722,1.0,21.0,10.0,1000.0,1.694,2.1439132445134064,0.0,9.0,10.0,1000.0
10,24.64997710590705,0.2855636282318613,23.583018046953562,25.09499630044261,11.0,1000.0,4.17,4.039938118337953,1.0,23.0,11.0,1000.0,1.748,2.1523233957749004,0.0,9.0,11.0,1000.0
11,24.652380897139256,0.33268639389280275,23.20490949140906,25.15250917995716,12.0,1000.0,4.032,4.157279879921485,1.0,25.0,12.0,1000.0,1.634,2.16611264711695,0.0,10.0,12.0,1000.0
12,24.57718072801724,0.34323289009317154,23.36342640105225,25.119876671272937,13.0,1000.0,4.09,3.9650851188845873,1.0,17.0,13.0,1000.0,1.66,2.0631044568804553,0.0,8.0,13.0,1000.0
13,24.44958229734259,0.4308959418807515,22.880012906993233,25.10267728358376,14.0,1000.0,4.042,3.965884012423964,1.0,20.0,14.0,1000.0,1.61,1.997473404078262,0.0,9.0,14.0,1000.0
14,24.35201559439573,0.4916005649390333,22.986742353055416,25.30681533723487,15.0,1000.0,4.698,4.581134793912967,1.0,23.0,15.0,1000.0,1.93,2.2726856359822403,0.0,9.0,15.0,1000.0
15,148.48338402882032,2546.040362783583,23.084636326364944,57007.48766530599,16.0,1000.0,6.02,5.4874037576981705,1.0,29.0,16.0,1000.0,2.514,2.504756275568543,0.0,10.0,16.0,1000.0
16,2574.6237213509517,47635.5351183016,22.740765659668725,1059822.1155896944,17.0,1000.0,6.756,5.55917835655594,1.0,31.0,17.0,1000.0,2.886,2.457845397904433,0.0,10.0,17.0,1000.0
17,55.309692208287,110.9853290248166,22.6515591149684,1325.1597742156152,18.0,1000.0,6.734,5.358287412970678,1.0,30.0,18.0,1000.0,2.862,2.3466904354856863,0.0,10.0,18.0,1000.0
18,333.1017837076172,4503.340536482132,22.921504520278845,73236.29624303881,19.0,1000.0,7.294,5.891652060330786,1.0,28.0,19.0,1000.0,3.066,2.470150602696119,0.0,10.0,19.0,1000.0
19,494.3476675725482,5435.505949265329,22.94180378654673,76574.86455573713,20.0,1000.0,6.984,5.727804465936315,1.0,30.0,20.0,1000.0,2.958,2.4438158686775076,0.0,10.0,20.0,1000.0
20,235.70350853301116,3469.331044249506,22.830381959295345,77682.87547170337,21.0,1000.0,6.896,5.8073388053393264,1.0,37.0,21.0,1000.0,2.938,2.5215384192988215,0.0,10.0,21.0,1000.0
21,323.91720303469396,3858.130912114853,22.957931784018854,64562.01112097911,22.0,1000.0,6.548,5.118954580771351,1.0,30.0,22.0,1000.0,2.806,2.2839360761632537,0.0,10.0,22.0,1000.0
22,49.334181454543,88.27277075023225,22.618393685042662,370.4488744184784,23.0,1000.0,6.686,5.295602326459191,1.0,32.0,23.0,1000.0,2.868,2.361900929336368,0.0,10.0,23.0,1000.0
23,66.03864811837263,111.74271887513586,22.920210238375823,370.5329502099725,24.0,1000.0,6.926,5.524900361092496,1.0,28.0,24.0,1000.0,2.95,2.4705262597268622,0.0,10.0,24.0,1000.0
24,254.08057547806447,3536.1362765189256,22.835194968366054,79178.69246538318,25.0,1000.0,6.906,5.247967606607343,1.0,28.0,25.0,1000.0,2.878,2.3115181158710394,0.0,10.0,25.0,1000.0
25,535.3705499115505,5605.14310899675,22.710753550229445,77244.51818353706,26.0,1000.0,6.818,5.431102650475316,1.0,28.0,26.0,1000.0,2.816,2.3199448269301577,0.0,10.0,26.0,1000.0
