,AAE_avg,AAE_std,AAE_min,AAE_max,AAE_gen,AAE_nevals,size_avg,size_std,size_min,size_max,size_gen,size_nevals,height_avg,height_std,height_min,height_max,height_gen,height_nevals
0,3.883520626671744e+302,inf,27.807671565821657,3.883520628220281e+304,1.0,197.0,2.745,1.118022808354105,1.0,8.0,1.0,197.0,1.34,0.5868560300448484,0.0,3.0,1.0,197.0
1,4.260135319039303e+299,inf,25.062428620186072,8.520270638078606e+301,2.0,197.0,2.59,1.000949549178179,1.0,6.0,2.0,197.0,1.215,0.5556752648804876,0.0,3.0,2.0,197.0
2,8.004331457806204e+59,1.1291499056900624e+61,24.75364361303087,1.6008662915612407e+62,3.0,197.0,2.8,1.296148139681572,1.0,7.0,3.0,197.0,1.245,0.620463536398393,0.0,3.0,3.0,197.0
3,5.392332719073237e+257,inf,24.419046468648958,1.0784665438146473e+260,4.0,197.0,3.2,1.6155494421403511,1.0,9.0,4.0,197.0,1.43,0.7383088784512889,0.0,3.0,4.0,197.0
4,5.619368067271206e+297,inf,24.509441694329766,1.1238736134542413e+300,5.0,197.0,3.3,1.6881943016134133,1.0,8.0,5.0,197.0,1.475,0.8656644846590392,0.0,4.0,5.0,197.0
5,4.3163324132787535e+299,inf,24.581741679623047,8.632664826557507e+301,6.0,197.0,4.075,2.075903417791878,1.0,11.0,6.0,197.0,1.865,0.9730236379451426,0.0,4.0,6.0,197.0
6,4.260842821103947e+299,inf,24.581741679623047,8.521685642207894e+301,7.0,197.0,4.23,2.141751619586174,1.0,13.0,7.0,197.0,1.97,1.043599540053559,0.0,6.0,7.0,197.0
7,4.588692934490097e+299,inf,24.48196516020145,9.177385868980194e+301,8.0,197.0,4.635,2.4701771191556285,1.0,17.0,8.0,197.0,2.18,1.1478675881825393,0.0,6.0,8.0,197.0
8,4.960043460470791e+248,inf,24.210134696618685,9.920086920941582e+250,9.0,197.0,4.995,2.4647464372628676,1.0,13.0,9.0,197.0,2.29,1.1427598172844546,0.0,6.0,9.0,197.0
9,7.07505664575609e+295,inf,24.210134696618685,1.415011329151218e+298,10.0,197.0,5.305,2.44580763757087,1.0,15.0,10.0,197.0,2.485,1.1660939070246443,0.0,6.0,10.0,197.0
10,7004.631463194427,36578.22697141257,24.210134696618685,440574.6405579209,11.0,197.0,5.69,2.687731385388056,1.0,17.0,11.0,197.0,2.625,1.297834735241741,0.0,6.0,11.0,197.0
11,3.479542368524133e+240,inf,24.138367594251857,3.4795425341392694e+242,12.0,197.0,5.59,2.4702024208554247,1.0,13.0,12.0,197.0,2.65,1.3518505834595773,0.0,8.0,12.0,197.0
